ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
305,201,วัดนาบุญ - คลอง 14,25+870,"10,110","2,876",527,158,114,"3,903","1,091",771,433,418,"20,401",14.63,154,"2,096",ขท.นครนายก,ปทุมธานี
305,203,องครักษ์ - นครนายก,54+100,"13,354","2,911",321,"1,141",162,"2,288",834,629,846,831,"23,317",19.06,21,909,ขท.นครนายก,นครนายก
306,101,พระราม 7 - แคราย,1+000,"51,793","34,501","2,625","1,803","4,506","1,758",707,0,0,0,"97,693",7.18,0,"19,049",ขท.นนทบุรี,กรุงเทพมหานคร
306,102,แคราย - คลองบ้านใหม่,19+390,"24,312","8,583","1,281",998,"4,911","4,152",985,"1,668",18,0,"46,908",18.29,0,"15,001",ขท.นนทบุรี,นนทบุรี
307,101,แยกสวนสมเด็จ - สะพานนนทบุรี,0+100,"46,103","47,469","1,069","1,049","2,067","28,358","4,010","1,960",83,0,"132,168",6.94,0,"20,669",ขท.นนทบุรี,นนทบุรี
308,100,ทางเข้าบางปะอิน,1+609,"7,213","6,155","2,374","1,832","1,371","4,450","2,290","1,320","1,274","1,271","29,550",31.67,67,"3,917",ขท.อยุธยา,พระนครศรีอยุธยา
309,101,วังน้อย - ทางแยกต่างระดับอยุธยา,10+337,"8,549","8,171","2,255","2,002","2,030","2,061","1,963","1,851","1,260",998,"31,140",32.45,0,"5,967",ขท.อยุธยา,พระนครศรีอยุธยา
309,102,ทางแยกต่างระดับอยุธยา - อยุธยา,18+000,"7,786","7,840","2,425","1,756","1,946","2,102","1,734",184,72,29,"25,874",22.11,0,"5,550",ขท.อยุธยา,พระนครศรีอยุธยา
309,103,อยุธยา - บางเสด็จ,25+200,"3,279","2,839",333,147,"1,152","1,789",470,452,603,347,"11,411",27.79,22,"2,670",ขท.อยุธยา,พระนครศรีอยุธยา
309,103,อยุธยา - บางเสด็จ,36+637,"3,704","3,421",79,680,95,"3,633",664,596,413,303,"13,588",20.25,31,"3,493",ขท.อยุธยา,พระนครศรีอยุธยา
309,201,บางเสด็จ - แยกที่ดิน,43+000,"4,724",613,55,110,90,819,155,126,111,153,"6,956",10.71,14,"1,710",ขท.อ่างทอง,อ่างทอง
309,202,แยกที่ดิน - ไชโย,54+900,"5,186","2,960",244,127,59,"1,256",170,70,21,35,"10,128",4.76,24,"3,326",ขท.อ่างทอง,อ่างทอง
309,202,แยกที่ดิน - ไชโย,67+000,"1,899",577,38,20,58,538,162,49,6,15,"3,362",9.22,28,"1,248",ขท.อ่างทอง,อ่างทอง
309,301,ไชโย - ทางแยกวัดสว่างอารมณ์,78+000,"1,404",82,34,10,12,565,125,26,52,87,"2,397",13.02,19,816,ขท.สิงห์บุรี,สิงห์บุรี
310,100,ทางเข้าพระพุทธบาทสระบุรี,0+500,"5,070","4,202","1,001",988,928,"5,185","1,969","2,066","1,839","1,674","24,922",37.97,166,"4,012",ขท.สระบุรี,สระบุรี
311,100,ลพบุรี -แยกวัดสนามไชย,5+768,"10,262","3,489",333,98,251,"2,133",290,56,5,0,"16,917",4.14,8,"5,310",ขท.ลพบุรีที่ 1,ลพบุรี
311,201,แยกวัดสนามไชย - วัดกระดังงา,15+977,"9,308",581,220,31,214,"4,697",561,306,678,513,"17,109",13.46,18,"2,668",ขท.สิงห์บุรี,ลพบุรี
311,300,บ้านม้า - ชัยนาท,64+242,"1,438",696,22,28,44,"2,080",176,163,198,46,"4,891",13.39,8,"1,510",ขท.ชัยนาท,ชัยนาท
314,101,บางปะกง - แสนภูดาษ,4+688,"7,469","5,557","5,112","4,940","5,409","12,016","5,940","5,848","5,800","5,354","63,445",52.47,0,"4,131",ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
315,200,หัวไผ่ - ชลบุรี,11+500,"4,307","3,474","1,940","1,540","1,609","8,909","3,412","2,317","2,230","2,117","31,855",41.52,17,"2,916",ขท.ชลบุรีที่ 1,ชลบุรี
315,200,หัวไผ่ - ชลบุรี,32+914,"9,719","4,919","1,458",510,508,"8,931","2,180","1,980","2,184","1,775","34,164",26.75,29,"4,727",ขท.ชลบุรีที่ 1,ชลบุรี
315,200,หัวไผ่ - ชลบุรี,40+651,"15,934","14,921","4,999","3,286","3,445","22,566","7,808","4,712","4,703","4,572","86,946",32.81,25,"7,945",ขท.ชลบุรีที่ 1,ชลบุรี
316,100,เขาไร่ยา - จันทบุรี,3+000,"7,929","2,649","1,402",896,635,"15,519",557,388,158,137,"30,270",9.15,73,"9,166",ขท.จันทบุรี,จันทบุรี
317,101,ปากแซง - หน้าค่าย ตชด.,0+500,"9,483","2,839",119,177,73,"13,693",405,302,72,151,"27,314",4.32,23,"3,262",ขท.จันทบุรี,จันทบุรี
317,102,หน้าค่าย ตชด. - พังงอน,35+000,"2,964","2,217",43,63,30,"6,612",425,209,286,207,"13,056",9.34,8,"1,303",ขท.จันทบุรี,จันทบุรี
317,103,พังงอน - เขาแหลม,57+600,"8,081","1,000",122,159,128,"7,477",560,233,230,490,"18,480",9.74,49,"1,528",ขท.จันทบุรี,จันทบุรี
317,103,พังงอน - เขาแหลม,63+000,"6,708",235,138,142,52,"8,647",304,116,110,185,"16,637",5.46,18,"4,072",ขท.จันทบุรี,จันทบุรี
317,200,เขาแหลม - สระแก้ว,95+500,"3,511","3,253",12,17,16,"4,504",433,441,417,209,"12,813",11.96,7,"2,826",ขท.สระแก้ว (วัฒนานคร),สระแก้ว
317,200,เขาแหลม - สระแก้ว,114+500,"3,466","3,649",14,18,23,"5,308",500,551,517,409,"14,455",13.96,8,"2,748",ขท.สระแก้ว (วัฒนานคร),สระแก้ว
317,200,เขาแหลม - สระแก้ว,129+494,"3,461","3,469",23,16,66,"7,411",561,521,509,283,"16,320",11.99,6,"2,540",ขท.สระแก้ว (วัฒนานคร),สระแก้ว
319,102,ปราจีนบุรี - ไผ่ชะเลือด,12+138,"3,805","1,476",189,109,26,543,495,594,553,724,"8,514",29.38,16,880,ขท.ปราจีนบุรี,ปราจีนบุรี
319,103,ไผ่ชะเลือด - โคกไทย,31+465,"3,137","1,206",19,17,53,"5,007",477,335,339,259,"10,849",13.64,26,"2,730",ขท.ปราจีนบุรี,ปราจีนบุรี
319,103,ไผ่ชะเลือด - โคกไทย,35+006,"2,642",771,84,74,58,749,290,358,333,227,"5,586",23.99,57,966,ขท.ปราจีนบุรี,ปราจีนบุรี
319,200,โคกไทย - พนมสารคาม,47+054,"6,492","4,602",25,14,73,"7,036","1,652","1,706","1,171","1,057","23,828",23.81,10,"2,806",ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
320,100,ศาลนเรศวร - สถานีรถไฟปราจีนบุรี,2+156,"4,325","2,806",80,97,119,"1,287",396,179,54,65,"9,408",9.67,98,"2,371",ขท.ปราจีนบุรี,ปราจีนบุรี
321,101,นครปฐม - หนองปลาไหล,9+150,"6,960","5,222","1,487","1,492","1,426","4,762","5,055","5,504","5,357","2,063","39,328",53.14,908,"7,087",ขท.นครปฐม,นครปฐม
321,102,หนองปลาไหล - กำแพงแสน,22+800,"10,701","10,236","5,557","5,111",772,"4,825","5,710","7,829","7,367","4,368","62,476",49.87,153,"8,209",ขท.นครปฐม,นครปฐม
321,201,กำแพงแสน-ทุ่งคอก,48+551,"3,153","2,259",24,71,10,"6,062",528,748,"2,179","1,290","16,324",29.56,16,"1,389",ขท.สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
321,203,วังขอน-ดอนแจง,77+925,"4,886","3,390",8,9,62,"7,147",605,553,903,497,"18,060",14.56,6,"2,187",ขท.สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
321,300,ดอนแจง - สุพรรณบุรี,105+150,"10,934","6,104",718,101,53,"6,240",397,120,20,9,"24,696",2.83,50,"7,509",ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
322,100,อู่ยา - ดอนเจดีย์,13+600,"3,031","1,944",79,37,12,"2,751",334,147,71,67,"8,473",7.88,25,"1,531",ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
323,100,หนองตะแครง - ลูกแก,1+360,"13,024","4,359",251,378,264,"10,096","1,695","1,518","1,537","1,182","34,304",19.16,65,"5,714",ขท.ราชบุรี,ราชบุรี
323,100,หนองตะแครง - ลูกแก,8+360,"10,608","7,068",810,343,334,"9,858","1,551","1,406","1,554","1,198","34,730",18.39,59,"5,303",ขท.ราชบุรี,ราชบุรี
323,100,หนองตะแครง - ลูกแก,11+624,"8,768","6,816","1,140",394,451,"7,678","1,333","1,228",973,652,"29,433",17.09,18,"7,340",ขท.ราชบุรี,ราชบุรี
323,201,ลูกแก - หนองเสือ,28+050,"5,405","4,098",79,168,116,"3,786",541,713,836,761,"16,503",19,6,"1,282",ขท.กาญจนบุรี,กาญจนบุรี
323,202,หนองเสือ - ท่าน้ำตื้น,43+660,"15,466","12,343",0,62,157,"16,206",731,450,469,243,"46,127",4.58,0,"3,849",ขท.กาญจนบุรี,กาญจนบุรี
323,202,หนองเสือ - ท่าน้ำตื้น,54+240,"12,738","9,692",310,204,306,"13,610",322,256,314,31,"37,783",3.79,0,"3,858",ขท.กาญจนบุรี,กาญจนบุรี
323,202,หนองเสือ - ท่าน้ำตื้น,64+650,"9,603","7,649",288,245,240,"9,001",218,49,22,6,"27,321",2.86,2,"5,775",ขท.กาญจนบุรี,กาญจนบุรี
323,202,หนองเสือ - ท่าน้ำตื้น,65+600,"6,954","3,749",211,198,197,"7,326",345,254,110,9,"19,353",5.75,2,"3,336",ขท.กาญจนบุรี,กาญจนบุรี
323,203,ท่าน้ำตื้น - หนองสามพราน,77+350,"2,825","2,136",36,34,132,"2,721",96,157,104,99,"8,340",7.46,52,857,ขท.กาญจนบุรี,กาญจนบุรี
323,204,หนองสามพราน - แก่งประลอม,121+012,914,858,15,5,37,"2,710",163,139,37,28,"4,906",8.34,4,"1,002",ขท.กาญจนบุรี,กาญจนบุรี
323,205,แก่งประลอม - ทองผาภูมิ,156+712,"2,094",403,23,35,37,"2,376",167,61,79,18,"5,293",7.5,2,"1,163",ขท.กาญจนบุรี,กาญจนบุรี
323,205,แก่งประลอม - ทองผาภูมิ,176+012,"1,680",572,33,66,48,"2,966",159,102,75,7,"5,708",8.01,0,"2,064",ขท.กาญจนบุรี,กาญจนบุรี
323,206,ทองผาภูมิ - เจดีย์สามองค์,207+226,715,190,62,9,9,"2,389",97,22,34,8,"3,535",5.06,11,"1,119",ขท.กาญจนบุรี,กาญจนบุรี
323,206,ทองผาภูมิ - เจดีย์สามองค์,257+826,673,97,45,14,9,897,56,18,37,6,"1,852",7.56,3,288,ขท.กาญจนบุรี,กาญจนบุรี
323,206,ทองผาภูมิ - เจดีย์สามองค์,269+167,682,82,4,0,0,"1,149",66,44,11,8,"2,046",6.31,0,745,ขท.กาญจนบุรี,กาญจนบุรี
324,100,กาญจนบุรี - หนองขาว,5+000,"7,709","5,923",13,30,118,"9,256",330,138,86,27,"23,630",3.09,6,"4,710",ขท.กาญจนบุรี,กาญจนบุรี
324,201,หนองขาว  - ตลาดเขต,12+910,"4,756","1,404",29,23,72,"6,363",359,296,384,167,"13,853",9.39,15,"1,891",ขท.สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
324,201,หนองขาว  - ตลาดเขต,24+000,"4,584",576,1,6,92,"6,739",365,639,606,251,"13,859",14.14,3,"1,669",ขท.สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
324,201,หนองขาว  - ตลาดเขต,40+000,"4,093",528,4,11,61,"5,540",346,420,477,235,"11,715",13.23,5,"1,665",ขท.สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
325,101,บางแพ - บางพรม,3+500,"5,768","4,816","1,247","1,290","1,381","6,142","2,487","2,311","1,998",411,"27,851",35.47,291,"4,953",ขท.สมุทรสงคราม,ราชบุรี
325,101,บางแพ - บางพรม,32+790,"2,742","2,508","1,288","1,176","1,467","2,651","1,150",845,496,22,"14,345",35.94,224,"1,901",ขท.สมุทรสงคราม,สมุทรสงคราม
326,100,ทางเข้าประจวบคีรีขันธ์,0+500,"4,438","4,419",0,0,0,"4,368",28,15,0,0,"13,268",0.32,44,"3,670",ขท.ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
327,100,สี่แยกปฐมพร - แยกหมอเล็ก,2+400,"8,769","2,070",201,78,71,"9,851",398,158,41,53,"21,690",3.68,36,"5,498",ขท.ชุมพร,ชุมพร
327,100,สี่แยกปฐมพร - แยกหมอเล็ก,6+900,"10,194","2,681",238,360,44,"9,938",342,167,36,16,"24,016",4.02,22,"4,692",ขท.ชุมพร,ชุมพร
331,101,สัตหีบ - เขาบายศรี,5+663,"9,298","7,104",348,165,191,"3,291",302,265,201,19,"21,184",5.4,4,"3,367",ขท.ชลบุรีที่ 2,ชลบุรี
331,102,เขาบายศรี - พันเสด็จนอก,44+258,"11,924","9,030",38,37,98,"10,863","4,109","2,608","2,336",337,"41,380",23.02,0,"5,634",ขท.ชลบุรีที่ 2,ชลบุรี
331,104,เนินผาสุข - มาบเอียง,12+300,"6,851","4,795",51,57,60,"6,343","4,701","2,375","3,013","2,630","30,876",41.57,2,"1,635",ขท.ชลบุรีที่ 2,ชลบุรี
331,201,หนองปรือ - เนินโมก,68+900,"4,771","2,102",412,408,578,"5,271","1,837","2,052","1,380","2,408","21,219",40.83,4,"1,838",ขท.ชลบุรีที่ 1,ชลบุรี
331,202,เนินโมก - แปลงยาว,94+900,"3,013","3,047",29,37,26,"1,871","1,940","1,523","1,850","1,867","15,203",47.64,17,"1,224",ขท.ชลบุรีที่ 1,ชลบุรี
331,202,เนินโมก - แปลงยาว,103+700,"2,817","2,925",35,20,35,"1,815","1,808","1,617","1,842","1,934","14,848",48.87,12,975,ขท.ชลบุรีที่ 1,ชลบุรี
331,301,แปลงยาว - สี่แยกนาน้อย,110+447,"9,608","2,550",37,0,54,"3,523","2,443","2,361","3,639",943,"25,158",37.52,2,956,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
331,302,สี่แยกนาน้อย - เขาหินซ้อน,134+753,"15,295","2,716",219,0,313,"2,931","2,394","1,933","2,390","2,694","30,885",31.49,41,"1,732",ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
332,100,เขาหาดยาว - ทุ่งโปร่ง,0+550,"7,527","6,724",17,24,35,"1,093",324,301,25,0,"16,070",4.41,0,"3,240",ขท.ชลบุรีที่ 2,ชลบุรี
332,200,ทุ่งโปร่ง - สำนักท้อน,14+000,"3,567","2,346",38,39,41,"3,714",211,264,91,70,"10,381",6.9,3,"1,891",ขท.ระยอง,ระยอง
333,100,อู่ทอง - สระกระโจม,18+000,833,423,41,26,0,"2,631",147,182,99,39,"4,421",11.15,7,"1,329",ขท.สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
333,200,สระกระโจม - บ้านไร่,38+900,"1,686",405,1,70,0,"2,484",177,186,272,82,"5,363",14.68,6,659,ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
333,200,สระกระโจม - บ้านไร่,64+000,"3,492","1,354",19,13,5,"3,334",194,120,130,62,"8,723",6.01,13,"1,653",ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
333,302,การุ้ง - อุทัยธานี,113+236,"1,757",210,0,0,176,"2,347",243,229,233,168,"5,363",19.56,169,"1,559",ขท.อุทัยธานี,อุทัยธานี
333,302,การุ้ง - อุทัยธานี,139+686,"2,704",215,0,0,129,"3,215",442,153,133,109,"7,100",13.61,93,"1,158",ขท.อุทัยธานี,อุทัยธานี
333,302,การุ้ง - อุทัยธานี,163+011,"5,573","1,815",221,0,169,"2,628",435,235,187,164,"11,427",10.41,126,"2,173",ขท.อุทัยธานี,อุทัยธานี
333,303,อุทัยธานี - สะพานข้ามแม่น้ำเจ้าพระยา,176+946,"2,882","1,702",31,10,91,"3,010",196,173,139,88,"8,322",8.38,23,"1,212",ขท.อุทัยธานี,นครสวรรค์
334,100,แยกต่างระดับอ่างทอง - บ้านรอ,1+400,"18,193","2,152","1,013",74,457,"3,187","1,133",778,"1,301",886,"29,174",15.87,27,"4,505",ขท.อ่างทอง,อ่างทอง
335,100,แยกสิงห์เหนือ - สิงห์บุรี,0+500,"9,007",592,201,49,44,"4,661",291,104,117,25,"15,091",4.18,44,"4,193",ขท.สิงห์บุรี,สิงห์บุรี
338,101,อรุณอมรินทร์ - พุทธมณฑลสาย 4,0+000,"68,970","34,597",779,"1,186","3,739","15,722",212,155,56,0,"125,416",4.26,0,"30,299",ขท.ธนบุรี,กรุงเทพมหานคร
338,101,อรุณอมรินทร์ - พุทธมณฑลสาย 4,9+281,"62,291","45,600",0,0,"3,864","43,071",786,936,899,0,"157,447",4.12,0,"26,108",ขท.ธนบุรี,กรุงเทพมหานคร
338,102,ทางยกระดับบางกอกน้อย - นครชัยศรี,2+164,"38,848","22,286",0,0,0,"20,751",0,0,0,0,"81,885",0,0,0,ขท.ธนบุรี,กรุงเทพมหานคร
338,102,ทางยกระดับบางกอกน้อย - นครชัยศรี,8+664,"32,457","27,109",0,0,0,"18,296",0,0,0,0,"77,862",0,0,0,ขท.ธนบุรี,กรุงเทพมหานคร
338,201,พุทธมณฑลสาย 4 - นครชัยศรี,22+081,"28,134","25,145","1,078","2,270","4,116","3,100","5,581","3,338","1,695","1,467","75,924",24.32,0,"1,272",ขท.สมุทรสาคร,นครปฐม
338,202,สะพานต่างระดับท่าตำหนัก,0+300,"46,532","43,606","1,438","3,581","6,902","32,315","6,850","5,110","2,471","2,048","150,853",17.87,0,"1,045",ขท.สมุทรสาคร,นครปฐม
340,100,บางบัวทอง -  ลาดบัวหลวง,7+941,"21,283","9,255","3,106","1,274",824,"11,421","3,873","2,306","2,683","3,310","59,335",24.05,265,"5,517",ขท.นนทบุรี,ปทุมธานี
340,200,ลาดบัวหลวง - สาลี,30+341,"4,428","2,911",54,36,16,"5,300","1,031",821,"1,135","1,282","17,014",25.4,8,"1,236",ขท.สุพรรณบุรีที่ 2 (อู่ทอง),พระนครศรีอยุธยา
340,301,สาลี - สุพรรณบุรี,49+941,"6,300",881,280,20,45,"8,214",710,654,734,705,"18,543",15.47,9,383,ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
340,301,สาลี - สุพรรณบุรี,74+491,"9,955","4,933",358,71,75,"2,494",658,311,320,255,"19,430",8.7,16,"3,113",ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
340,303,ศรีประจันต์ - ปากน้ำ,113+409,"5,312","3,006",43,446,58,"1,405",668,517,701,416,"12,572",22.32,40,"1,436",ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
340,401,ปากน้ำ - โรงพยาบาลสรรคบุรี,135+143,"2,135","1,932",0,0,72,890,604,523,443,297,"6,896",28.12,4,799,ขท.ชัยนาท,ชัยนาท
340,402,โรงพยาบาลสรรคบุรี - ชัยนาท,150+341,"5,719","3,821",67,15,53,"5,913",735,653,834,405,"18,215",14.8,3,"1,669",ขท.ชัยนาท,ชัยนาท
340,402,โรงพยาบาลสรรคบุรี - ชัยนาท,162+341,"6,049","2,347",16,32,20,"2,266","1,389","1,356","1,422",657,"15,554",31.35,7,"1,937",ขท.ชัยนาท,ชัยนาท
344,102,หนองรี - หนองปรือ,6+665,"41,675","11,203",982,903,"1,046","8,810","7,555","4,291","1,693","1,604","79,762",21.43,42,"4,842",ขท.ชลบุรีที่ 1,ชลบุรี
344,102,หนองรี - หนองปรือ,16+470,"8,969","4,680",458,450,505,"11,695","1,909","2,150","2,046","2,010","34,872",26.01,11,"2,310",ขท.ชลบุรีที่ 1,ชลบุรี
344,103,หนองปรือ - คลองเขต,48+725,"5,349","5,156",653,635,887,"3,027","1,367","1,406","1,496","1,504","21,480",33.96,11,952,ขท.ชลบุรีที่ 1,ชลบุรี
344,202,กระแสบน - แกลง,98+000,"9,536","1,520",0,9,345,"18,446","1,171",944,555,505,"33,031",10.68,10,"3,991",ขท.ระยอง,ระยอง
345,100,บางบัวทอง - บางคูวัด,6+300,"23,985","21,269","6,059","1,617","2,132","10,931","2,550","2,119","2,050",512,"73,224",15,426,"9,003",ขท.นนทบุรี,นนทบุรี
